Designation (and name)     Prov. Des.  Ln      q       Q      H     Epoch      M     Peri.  Node    Incl.   e      a      Opps.     Ref.
 (13372)                   1998 VU6    L4    4.989   5.498  11.40  20230913   57.10  305.5   96.7    7.3  0.048   5.244    25     MPO776160
 (13379)                   1998 WX9    L4    4.819   5.505  11.64  20230913   37.89  337.1   89.6    4.9  0.066   5.162    27     MPO776160
 (13383)                   1998 XS31   L4    4.825   5.507  11.42  20230913   59.18  161.8  252.2    6.4  0.066   5.166    26     MPO776160
 (13385)                   1998 XO79   L4    5.001   5.472  10.98  20230913  131.51  168.3  157.1   14.0  0.045   5.236    29     MPO776160
 (13387) Irus              1998 YW6    L4    4.702   5.705  12.23  20230913   70.56   21.2  355.9    7.2  0.096   5.204    23     MPO776160
 (13402)                   1999 RV165  L5    4.622   5.914  11.69  20230913   49.97  128.0  160.8    7.5  0.123   5.268    28     MPO776161
 (13463) Antiphos          5159 T-2    L4    5.152   5.240  11.36  20230913   52.57   92.7  323.6   10.5  0.008   5.196    24     MPO776161
 (13475) Orestes           1973 SX     L4    4.788   5.566  11.70  20230913  338.51  123.3  353.4    7.9  0.075   5.177    28     MPO776162
 (13650) Perimedes         1996 TN49   L4    4.713   5.749  11.97  20230913   26.38  244.1  206.8   10.7  0.099   5.231    23     MPO776164
 (13694)                   1997 WW7    L4    4.897   5.648  11.04  20230913   71.17  165.1  249.7    5.6  0.071   5.272    26     MPO776165
 (13780)                   1998 UZ8    L4    4.650   5.640  12.03  20230913    3.08   53.2   25.1    8.3  0.096   5.145    26     MPO776166
 (13782)                   1998 UM18   L4    4.491   5.887  11.59  20230913   77.64  233.2  150.2   28.6  0.135   5.189    25     MPO776166
 (13790)                   1998 UF31   L4    4.673   5.868  11.86  20230913  334.09   55.4   67.2    8.0  0.113   5.270    25     MPO776167
 (13862) Elais             1999 XT160  L4    4.814   5.713  11.75  20230913   28.96  280.2  132.1    8.4  0.085   5.264    25     MPO776168
 (14235)                   1999 XA187  L4    4.703   5.588  11.46  20230913   48.11   25.9   41.4    8.7  0.086   5.145    25     MPO776174
 (14268)                   2000 AK156  L4    4.733   5.675  10.59  20230913   22.59  128.6  284.4   15.0  0.091   5.204    25     MPO776174
 (14518)                   1996 RZ30   L4    4.495   6.026  12.18  20230913   15.96  254.8  179.0    6.5  0.146   5.261    21     MPO776178
 (14690)                   2000 AR25   L4    5.049   5.380  10.66  20230913   91.90    8.6    1.5    4.4  0.032   5.215    26     MPO776181
 (14707)                   2000 CC20   L4    5.021   5.471  11.42  20230913   42.93  287.1  156.1   13.7  0.043   5.246    27     MPO776181
 (14791) Atreus            1973 SU     L4    4.318   5.988  11.94  20230913   82.47  186.4  194.8    2.9  0.162   5.153    26     MPO776183
 (14792) Thyestes          1973 SG1    L4    4.748   5.621  12.25  20230913   68.76  245.9  154.8   11.4  0.084   5.185    25     MPO776183
 (15033)                   1998 VY29   L4    4.124   6.234  10.74  20230913   35.98  165.3  258.4   12.0  0.204   5.179    26     MPO776186
 (15094) Polymele          1999 WB2    L4    4.680   5.684  11.81  20230913   60.82    5.0   50.3   13.0  0.097   5.182    26     MPO776187
 (15398)                   1997 UZ23   L4    4.998   5.270  10.95  20230913  314.62  315.5  189.6   28.5  0.027   5.134    25     E2023-E28
 (15436) Dexius            1998 VU30   L4    4.976   5.449   9.14  20230913   20.91  180.1  253.4   16.3  0.045   5.212    28     MPO776193
 (15440) Eioneus           1998 WX4    L4    5.171   5.416   9.63  20230913   36.47  286.2  120.6   28.8  0.023   5.293    26     MPO776193
 (15442)                   1998 WN11   L4    4.312   6.062  12.03  20230913   25.75  320.8  110.4    4.5  0.169   5.187    24     MPO776193
 (15502)                   1999 NV27   L5    5.045   5.198  10.14  20230913  200.67  177.5  308.7   16.8  0.015   5.121    26     MPO776194
 (15521)                   1999 XH133  L4    4.878   5.614  11.34  20230913  281.80  170.3   10.4   10.7  0.070   5.246    28     MPO776194
 (15527)                   1999 YY2    L4    4.413   6.019  10.94  20230913  109.95  169.1  173.8   21.3  0.154   5.216    30     MPO745323
 (15529)                   2000 AA80   L4    5.134   5.395  11.59  20230913  200.39   86.1  169.5    5.1  0.025   5.265    29     MPO776195
 (15535)                   2000 AT177  L4    4.741   5.631  10.69  20230913    9.65  302.5  155.1   13.2  0.086   5.186    27     MPO776195
 (15536)                   2000 AG191  L4    4.456   5.963  11.39  20230913   11.51  259.2  192.7   14.7  0.145   5.209    24     MPO776195
 (15539)                   2000 CN3    L4    5.020   5.497  10.50  20230913  339.92  336.5  108.6   28.0  0.045   5.258    26     MPO776195
 (15651) Tlepolemos        9612 P-L    L4    5.085   5.534  11.51  20230913   38.14   30.3   45.3    3.0  0.042   5.310    30     MPO776197
 (15663) Periphas          4168 T-2    L4    4.653   5.753  10.88  20230913   67.80   24.6   12.1   33.9  0.106   5.203    22     MPO776197
 (15913) Telemachus        1997 TZ27   L4    4.876   5.507  12.09  20230913   31.03   11.1   49.0    7.2  0.061   5.192    24     MPO776201
 (15977)                   1998 MA11   L5    4.923   5.423  10.55  20230913  241.69  227.6  209.6   17.4  0.048   5.173    32     MPO776202
 (16070) Charops           1999 RB101  L5    4.495   5.804   9.83  20230913   48.91  354.6  300.8   16.2  0.127   5.149    27     MPO776203
 (16099)                   1999 VQ24   L4    4.761   5.619  10.81  20230913   80.22  278.7   96.4   13.5  0.083   5.190    26     MPO776204
 (16152)                   1999 YN12   L4    4.641   5.635  12.06  20230913   53.15  348.5   64.2    3.5  0.097   5.138    27     MPO776205
 (16428)                   1988 RD12   L5    4.845   5.579  11.76  20230913  354.07  345.8  340.0    4.0  0.070   5.212    27     MPO776209
 (16560) Daitor            1991 VZ5    L5    4.850   5.274  10.76  20230913   75.16  161.2  100.7   15.3  0.042   5.062    27     MPO776211
 (16667)                   1993 XM1    L5    4.154   6.234  10.82  20230913  348.50  239.5   96.6   16.7  0.200   5.194    28     MPO776213
 (16956)                   1998 MQ11   L5    4.627   5.810  10.79  20230913  332.93  203.2  137.6   30.9  0.113   5.218    28     MPO776217
 (16974) Iphthime          1998 WR21   L4    4.816   5.542   9.97  20230913   66.43  137.5  241.5   15.0  0.070   5.179    28     MPO776218
 (17171)                   1999 NB38   L5    4.708   5.571  10.64  20230913   21.50  357.5  318.0   25.3  0.084   5.139    25     MPO776221
 (17172)                   1999 NZ41   L5    4.916   5.535  10.89  20230913  353.48  215.0  135.2   29.2  0.059   5.225    28     MPO776221
 (17314) Aisakos           1024 T-1    L5    4.780   5.548  11.01  20230913  250.36   84.7  353.8   10.7  0.074   5.164    28     MPO776223
 (17351) Pheidippos        1973 SV     L4    4.656   5.664  11.44  20230913   42.12   47.3    2.9   15.3  0.098   5.160    25     MPO776224
 (17365) Thymbraeus        1978 VF11   L5    4.856   5.683  10.59  20230913  321.87  117.7  252.1   11.6  0.079   5.270    27     MPO776224
 (17414)                   1988 RN10   L5    4.966   5.314  12.16  20230913  101.97   83.5  153.6   16.6  0.034   5.140    28     MPO776225
 (17415)                   1988 RO10   L5    4.895   5.396  12.25  20230913   43.33  124.3  160.3   23.8  0.049   5.145    25     MPO776225
 (17416)                   1988 RR10   L5    4.810   5.458  12.42  20230913   53.28  124.8  164.4   17.3  0.063   5.134    26     MPO776225
 (17417)                   1988 RY10   L5    4.730   5.599  11.69  20230913  343.00  236.7  112.0    2.2  0.084   5.165    29     MPO776225
 (17418)                   1988 RT12   L5    4.343   6.010  12.32  20230913  349.42  136.3  197.6    6.5  0.161   5.177    27     MPO776225
 (17419)                   1988 RH13   L5    4.886   5.571  11.42  20230913  334.37  330.0   45.5   15.9  0.066   5.228    28     MPO776225
 (17420)                   1988 RL13   L5    4.759   5.628  12.07  20230913    2.69  259.5   59.3   15.9  0.084   5.194    26     MPO776225
 (17421)                   1988 SW1    L5    4.632   5.657  11.88  20230913   81.22  218.7   32.1   16.9  0.100   5.144    24     MPO776225
 (17423)                   1988 SK2    L5    4.725   5.702  12.35  20230913   79.38   84.4  158.7    1.6  0.094   5.214    29     MPO776225
 (17424)                   1988 SP2    L5    4.374   6.025  12.41  20230913    3.50  161.6  170.1   12.7  0.159   5.200    22     MPO776225
 (17442)                   1989 UO5    L5    4.988   5.483  11.96  20230913  318.04  324.8   31.4   15.8  0.047   5.235    25     MPO776225
 (17492) Hippasos          1991 XG1    L5    4.806   5.565  10.10  20230913   51.28  217.9   88.9   29.1  0.073   5.186    26     MPO776226
 (17874)                   1998 YM3    L4    4.995   5.491  11.92  20230913   45.52   47.4   46.0    2.5  0.047   5.243    28     MPO776232
 (18037)                   1999 NA38   L5    4.795   5.673  11.68  20230913  312.08  255.2  114.5   15.4  0.084   5.234    27     MPO776235
 (18046)                   1999 RN116  L5    4.895   5.505  10.52  20230913    5.13  153.8  164.7   33.3  0.059   5.200    27     MPO776235
 (18054)                   1999 SW7    L5    5.151   5.345  10.78  20230913   86.06  134.2  124.8   19.7  0.018   5.248    28     MPO776235
 (18058)                   1999 XY129  L4    4.704   5.524  12.12  20230913   12.09   52.1   26.1    9.1  0.080   5.114    25     MPO776235
 (18060) Zarex             1999 XJ156  L4    4.831   5.418  11.18  20230913   72.20  154.8  224.9    6.6  0.057   5.125    25     MPO776235
 (18062)                   1999 XY187  L4    4.888   5.401  11.02  20230913   16.09   35.4   38.3   17.4  0.050   5.145    28     MPO776235
 (18063)                   1999 XW211  L4    4.861   5.462  11.32  20230913   74.32   66.1  327.0   18.0  0.058   5.162    27     MPO776235
 (18071)                   2000 BA27   L4    4.992   5.609  11.75  20230913   58.09   79.9  341.5    3.6  0.058   5.301    30     MPO776236
 (18137)                   2000 OU30   L5    5.012   5.185  11.15  20230913  248.71  204.6  219.0    7.7  0.017   5.099    30     MPO776237
 (18228) Hyperenor         3163 T-1    L5    4.600   5.950  11.99  20230913  327.73  348.2   12.3    3.2  0.128   5.275    23     MPO776238
 (18263) Anchialos         5167 T-2    L4    4.990   5.418  11.52  20230913   28.80  144.4  311.4   10.6  0.041   5.204    25     MPO776239
 (18268) Dardanos          2140 T-3    L5    4.658   5.662  12.13  20230913    3.39  113.1  218.4   16.6  0.097   5.160    24     MPO776239
 (18278) Drymas            4035 T-3    L5    4.825   5.528  11.49  20230913   82.95  208.7   31.5   17.9  0.068   5.177    25     MPO776239
 (18281) Tros              4317 T-3    L5    4.665   5.757  12.58  20230913    3.61  169.6  171.2    9.5  0.105   5.211    26     MPO776239
 (18282) Ilos              4369 T-3    L5    4.831   5.636  12.65  20230913  321.77  212.4  164.4    8.7  0.077   5.234    26     MPO776239
 (18493) Demoleon          1996 HV9    L5    4.794   5.775  10.89  20230913   11.19   90.6  215.6   17.2  0.093   5.284    25     MPO776242
 (18940)                   2000 QV49   L5    4.839   5.632  11.79  20230913  311.38  221.9  133.7    3.7  0.076   5.235    28     MPO776249
 (18971)                   2000 QY177  L5    4.586   5.821  11.75  20230913   90.84   44.6  190.0   14.0  0.119   5.203    27     MPO776250
 (19018)                   2000 RL100  L5    4.691   5.747  11.38  20230913  354.07  122.6  231.1   27.7  0.101   5.219    24     MPO776251
 (19020)                   2000 SC6    L5    4.616   5.802  10.59  20230913   11.30  225.1   93.2   17.1  0.114   5.209    26     MPO776251
 (19725)                   1999 WT4    L4    4.760   5.508  10.89  20230913  358.64   37.8   43.2   10.0  0.073   5.134    26     MPO776261
 (19844)                   2000 ST317  L5    4.932   5.459  11.04  20230913   28.23  104.8  207.5   40.4  0.051   5.195    27     MPO776263
 (19913) Aigyptios         1973 SU1    L4    4.805   5.413  11.33  20230913  326.41  339.8  141.5    7.1  0.060   5.109    25     MPO776265
 (20144)                   1996 RA33   L4    5.131   5.251  11.55  20230913  271.86  151.9   29.5    9.4  0.012   5.191    27     MPO776268
 (20424)                   1998 VF30   L4    4.526   5.882  10.66  20230913   15.72    5.3   66.9   25.6  0.130   5.204    24     MPO776272
 (20428)                   1998 WG20   L4    4.435   5.951  11.13  20230913   31.61    6.6   45.3   21.1  0.146   5.193    24     MPO776272
 (20716)                   1999 XG91   L4    4.556   5.908  11.53  20230913   69.20  272.3  108.2   26.9  0.129   5.232    24     MPO776276
 (20720)                   1999 XP101  L4    4.504   6.048  11.13  20230913  352.32  352.7  100.7   18.2  0.146   5.276    24     MPO776277
 (20729)                   1999 XS143  L4    4.880   5.563  10.51  20230913   56.20   93.7  306.9   22.0  0.065   5.222    24     MPO776277
 (20738)                   1999 XG191  L4    5.101   5.228  11.75  20230913   87.80  334.0   33.2   12.5  0.012   5.165    26     MPO776277
 (20739)                   1999 XM193  L4    4.490   5.926  11.67  20230913  328.84  183.7  312.1   12.1  0.138   5.208    22     MPO776277
 (20947) Polyneikes        2638 T-2    L4    4.941   5.196  12.06  20230913    3.16   37.3   52.2    2.3  0.025   5.068    24     MPO776280
 (20952) Tydeus            5151 T-2    L4    4.723   5.607  11.76  20230913   41.27   92.2  314.8   10.0  0.086   5.165    25     MPO776280
 (20961) Arkesilaos        1973 SS1    L4    5.045   5.244  11.97  20230913   20.95   49.6   27.9    9.2  0.019   5.144    27     MPO776280
 (20995)                   1985 VY     L4    4.506   5.687  11.80  20230913   21.18   11.1   72.8   20.4  0.116   5.097    23     MPO776281
 (21271)                   1996 RF33   L4    5.107   5.197  11.96  20230913    7.69  351.6  112.8    6.7  0.009   5.152    25     MPO776285
 (21284) Pandion           1996 TC51   L4    4.685   5.749  11.54  20230913   76.75  184.2  184.0    7.0  0.102   5.217    25     MPO776285
 (21370)                   1997 TB28   L4    4.809   5.586  11.64  20230913  341.75   48.1   77.2    7.8  0.075   5.198    24     MPO776286
 (21371)                   1997 TD28   L4    4.838   5.598  11.98  20230913  325.31   57.2   61.3    7.9  0.073   5.218    23     MPO776286
 (21372)                   1997 TM28   L4    5.034   5.343  11.87  20230913  342.09  277.2  188.6   11.1  0.030   5.189    23     MPO776286
 (21593)                   1998 VL27   L4    4.836   5.366  11.77  20230913   48.91  129.7  291.0    3.4  0.052   5.101    23     MPO776289
 (21595)                   1998 WJ5    L4    4.502   5.917  10.81  20230913   55.90  258.6  144.0   25.1  0.136   5.209    27     MPO776289
 (21599)                   1998 WA15   L4    4.593   5.815  11.53  20230913   23.56  211.4  218.8   11.2  0.117   5.204    25     MPO776289
 (21601)                   1998 XO89   L4    5.047   5.434  10.05  20230913   14.76  209.5  263.6   19.5  0.037   5.241    26     MPO776290
 (21602) Ialmenus          1998 YW1    L4    4.898   5.538  12.26  20230913  326.42  193.2  309.3    7.9  0.061   5.218    24     MPO776290
 (21900) Orus              1999 VQ10   L4    4.930   5.318  10.07  20230913   12.86  181.7  258.6    8.5  0.038   5.124    25     MPO776294
 (22008)                   1999 XM71   L4    5.088   5.195  11.70  20230913   38.41  299.7  108.7    4.3  0.010   5.141    26     MPO776296
 (22009)                   1999 XK77   L4    5.064   5.357  11.89  20230913  354.27  337.7  113.9    5.6  0.028   5.211    28     MPO776296
 (22010) Kuzmina           1999 XM78   L4    5.010   5.177  12.42  20230913   65.23  320.8   65.3    1.4  0.016   5.093    26     MPO776296
 (22012)                   1999 XO82   L4    4.606   5.764  12.02  20230913  320.20   28.5   98.7    7.4  0.112   5.185    22     MPO776296
 (22014)                   1999 XQ96   L4    4.601   5.702  10.27  20230913  348.86  202.9  260.1   29.6  0.107   5.151    23     MPO776296
 (22035)                   1999 XR170  L4    4.684   5.710  11.91  20230913   20.03  129.5  286.4   16.5  0.099   5.197    22     MPO776296
 (22041)                   1999 XK192  L4    4.866   5.450  12.01  20230913    6.59   72.4   25.0   10.2  0.057   5.158    24     MPO776296
